PharmGKB Accession Id	Name	Generic Names	Trade Names	RxNorm Identifiers
PA449415	doxycycline	Doxcycline anhydrous, Doxycycline Hyclate, Doxycycline Monohydrate, Doxytetracycline	Alti-Doxycycline, Apo-Doxy, Atridox, Doryx, Doxy 100, Doxy-Caps, Doxy-Lemmon, Doxychel, Doxychel Hyclate, Doxycin, Doxylin, Doxytec, Jenacyclin, Monodox, Novo-Doxylin, Nu-Doxycycline, Oracea, Periostat, Supracyclin, Vibra-Tabs, Vibramycin	3640
PA449419	doxylamine	Dossilamina [DCIT], Doxilminio [INN-Spanish], Doxylaminum [INN-Latin]		3642
PA165291460	DPCPX	"""1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]"", ""1,3-dipropyl-8-cyclopentylxanthine"", ""8-cyclopentyl-1,3-dipropylxanthine"", ""CPX"""		
PA164760855	dromostanolone	2M-DHTP, 2MDTP, Blackburn Compound, Dromostanolone propionate, Dromostanolone proprionate, Drostanolone, Drostanolone propionate, MDHT, Medrotestron propionate, dromostanolone	Drolban, Emdisterone, Masterid, Masteril, Masteron, Masterone, Metholone, Permastril	23678
PA449421	dronabinol	delta9 tetrahydrocannabinol	&Delta;9-THC, &Delta;9-tetrahydrocannabinol, Abbott 40566, Dea No. 7369, Dea No. 7370, Deltanyne, Dronabinol, Dronabinol [Usan:Inn], Dronabinolum [Latin], Marinol, delta-9-THC, delta-9-tetrahydrocannabinol	224925
PA153619853	dronedarone			233698
PA449422	droperidol		DHBP, Dehidrobenzperidol, Dehydrobenzperidol, Deidrobenzperidolo, Dihidrobenzperidol, Dridol, Droleptan, Halkan, Inappin, Inapsin, Inapsine, Innovan, Innovar, Innovar-Vet, Inopsin, Inoval, Leptanal, Leptofen, McN-JR 4749, Properidol, Sintodril, Sintosian, Thalamanol, Thalamonal, Vetkalm	3648
PA164749409	drospirenone	"""6beta,7beta,15beta,16beta-dimethylene-3-oxo-17alpha-pregn-4-ene-21,17 carbolactone"", ""DRSP"", ""Drospirenona [inn-spanish]"", ""Drospirenonum [inn-latin]"""		11636
PA165290928	drospirenone / ethinyl estradiol		Yaz	840781
PA165958398	drotaverine	drotaverin	Drotin, No-Spa	
PA131548935	drotrecogin alfa	Anticoagulant protein C, Autoprothrombin IIA, Blood coagulation factor XIV, Vitamin K-dependent protein C precursor, drotrecogin alfa	Xigris, Xigris	352374
PA166049182	droxicam			
PA164748386	droxidopa	"""Droxydopa"", ""L-DOPS"", ""L-dihydroxyphenylserine"", ""L-threo-3,4-dihydroxyphenylserine"""	Dops	
PA164712712	Drugs acting on serotonin receptors			
PA164712699	Drugs Affecting Bone Structure And Mineralization			
PA164712700	Drugs For Acid Related Disorders			
PA164712701	Drugs For Bile Therapy And Lipotropics In Combination			
PA164712713	Drugs for embolisation			
PA164712702	Drugs For Functional Bowel Disorders			
PA164712703	Drugs For Functional Gastrointestinal Disorders			
PA164712704	Drugs For Obstructive Airway Diseases			
PA164712705	Drugs For Peptic Ulcer And Gastro-oesophageal Reflux Disease (gord)			
PA164712706	Drugs For Treatment Of Bone Diseases			
PA164712714	Drugs for treatment of hypercalcemia			
PA164712715	Drugs for treatment of hyperkalemia and hyperphosphatemia			
PA164712716	Drugs for treatment of hypoglycemia			
PA164712707	Drugs For Treatment Of Lepra	Drugs for treatment of lepra		
PA164712708	Drugs For Treatment Of Tuberculosis			
PA164712709	Drugs Used In Addictive Disorders			
PA164712718	Drugs used in alcohol dependence			
PA164712710	Drugs Used In Benign Prostatic Hypertrophy			
PA164712711	Drugs Used In Diabetes			
PA164712719	Drugs used in erectile dysfunction			
PA164712720	Drugs used in nicotine dependence			
PA164712721	Drugs used in opioid dependence			
PA451455	d-sorbitol			
PA166354062	DT-678	ClopNPT		
PA166285081	dulaglutide		Trulicity	
PA10066	duloxetine	(+-)-duloxetine, Duloxetine HCl, Duloxetine Hydrochloride	Cymbalta, Yentreve	72625
PA166327002	dupilumab	Dupixent		1876376, 1876402
PA166169883	durvalumab		IMFINZI	1919503
PA164749300	dutasteride	dutasteride	Avodart	228790
PA166182761	duvelisib			
PA451938	d-xylitol			
PA164748037	dyclonine		Diclonia, Diclonina, Diclonina [INN-Spanish], Dyclocaine, Dyclocainum, Dyclone, Dyclonin, Dyclonine HCL, Dyclonine hydrochloride, Dycloninum [INN-Latin], Dyclothane, Tanaclone	23744
PA164745443	dydrogesterone	10alpha-Isopregnenone, Didrogesterone [DCIT], Dydrogesterona [INN-Spanish], Dydrogesteronum [INN-Latin], Hydrogesterone, Hydrogestrone, Isopregnenone	Diphaston, Dufaston, Duphaston, Duvaron, Gestatron, Gynorest, Prodel, Retrone, Terolut	3706
PA164748027	dyphylline	DT, Dihydroxypropyl Theophylline, Dihydroxypropyl Theopylin, Diprofillin, Diprofilline, Diprophyllin, Diprophylline, Dipropylline	Afi-Phyllin, Aristophyllin, Asthmolysin, Astrophyllin, Circain, Cor-Theophylline, Coronal, Coronarin, Corphyllin, Droxine, Dyflex, Glyfyllin, Glyphyllin, Glyphylline, Hidroxiteofillina, Hiphyllin, Hyphylline, Iphyllin, Liactemin, Neo-Vasophylline, Neophyl, Neophyllin, Neophylline, Neostenovasan, Neotilina, Neufil, Neutrafil, Neutrafillina, Neutraphyllin, Neutraphylline, Neutroxantina, Propyphyllin, Protheophylline, Purifilin, Silbephyllin, Silbephylline, Solufilin, Solufyllin, Soluphyllin, Synthophylline, Tefilan, Teofen, Theal, Thefylan	3714
PA166304861	ebastine	4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one	Kestine	
PA161660841	ebselen			
PA165958350	ecabet		Gastrom	
PA166222861	ecallantide		Kalbitor	
PA131550706	echinacea			228041
PA164743139	echothiophate iodide	echothiophate iodide, phospholine	Echodide, Phospholine Iodide	3740
PA164746010	econazole		Econazole Nitrate, Ecostatin, Ecostatin Vaginal Ovules, Ecostatin cream, Gyno-Pevaryl, Gyno-Pevaryl 150, Ifenec, Palavale, Pevaryl, Spectazole, Spectazole cream	3743
PA164712722	Ectoparasiticides, Incl. Scabicides			
PA164712723	Ectoparasiticides, Incl. Scabicides, Insecticides And Repellents			
PA164776637	eculizumab	5G1.1, eculizumab	Soliris, Soliris	591781
PA449439	edetic acid	CaEDTA, Calcium Disodium Edetate, Calcium Disodium Versenate, Calcium disodium versenate, EDT, EDTA, Edetate Calcium, Edetate calcium disodium	Cheladrate, Endrate, Havidote, Titriplex, Versenate	3755
PA166128806	edoxaban			1599538
PA166334842	edrecolomab	MAb 17-1A		80726
PA449437	edrophonium	EDR, Edrophone Chloride, Edrophonium Chloride, Edrophonium Ion, Edrophonum	Antirex, Enlon, Enlon Plus, Reversol, Tensilon, Tensilon chloride	3752
PA164748817	efalizumab	Raptiva, anti alphaL integrin, antiCD11 alpha, efalizumab, hu1124	Raptiva	356988
PA449441	efavirenz	EFV, efavirenz	Stocrin, Sustiva	195085
PA166176033	efavirenz / emtricitabine / tenofovir disoproxil			
PA166268781	efgartigimod alfa			
PA166328781	eflornithine	"""2,5-diamino-2-(difluoromethyl)pentanoic acid"", ""2-(difluoromethyl)ornithine"", ""vaniqa"""		569
PA166205401	efmarodocokin		IL-22Fc, RG7880, RO7021610, UTTR1147A	
PA166305965	EGFR (Epidermal Growth Factor Receptor) inhibitors	EGFR inhibitors, anti-EGFR antibodies		
PA153561371	egfr inhibitors			
PA166206962	eidd-2801	[(2R,3S,4R,5R)-3,4-dihydroxy-5-[4-(hydroxyamino)-2-oxopyrimidin-1-yl]oxolan-2-yl]methyl 2-methylpropanoate		
PA166313327	elacestrant	(6R)-6-[2-[ethyl-[[4-[2-(ethylamino)ethyl]phenyl]methyl]amino]-4-methoxyphenyl]-5,6,7,8-tetrahydronaphthalen-2-ol		2628469
PA164924562	elacridar			
PA166182348	elagolix			2049846
PA166163436	elbasvir			
PA166163438	elbasvir / grazoprevir			
PA164712724	Electrolyte solutions			
PA164712725	Electrolytes With Carbohydrates			
PA134687947	eletriptan	eletriptan	Relpax	231049
PA166185161	elexacaftor	CFTR corrector 1, VX-445		
PA166190041	elexacaftor / tezacaftor / ivacaftor		TRIKAFTA	2257010
PA166123486	eliglustat			1547220
PA166159062	elosulfase alfa		VIMIZIM	1489914
PA166334882	elotuzumab	Empliciti		1726104, 1726111
PA166328801	elranatamab		ELREXFIO	2644880
PA165981594	eltrombopag	Eltrombopag olamine	Promacta, Revolade	711942
PA165291498	elvitegravir			
PA166182675	elvitegravir / cobicistat / emtricitabine / tenofovir disoproxil fumarate		Stribild	
PA166182763	emapalumab			2104604
PA164751802	emedastine	Emedastina [INN-Spanish], Emedastine difumarate, Emedastinum [INN-Latin]	Emadine	28144
PA164712727	Emollients And Protectives	Emollients And Protectives		
PA166163327	empagliflozin			
PA10069	emtricitabine	emtricitabine	Coviracil, Emtriva, Racivir	276237
PA166308961	emtricitabine / tenofovir disoproxil fumarate	"""4-amino-5-fluoro-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one;[[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethyl-(propan-2-yloxycarbonyloxymethoxy)phosphoryl]oxymethyl propan-2-yl carbonate"", ""emtriva & viread"""		495430
PA166305001	emvododstat	(4-chlorophenyl) (1S)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carboxylate		
PA449456	enalapril	Enalapril Maleate, Enalaprila [INN-Spanish], Enalaprilat, Enalaprilum [INN-Latin]	Bonuten, Enalapril Bp, Enalapril Richet, Gadopril, Kinfil, Vaseretic, Vasotec, Vasotec IV	3827
PA166177484	enasidenib			1940332
PA449459	encainide	Encainida [Spanish], Encainide [French], Encainidum [Latin]	Enkaid	42368
PA164712728	Encephalitis vaccines			
PA166179872	encorafenib			
PA164712729	Endocrine Therapy			
PA166124478	endoxifen	4-Hydroxy-N-desmethyltamoxifen		
PA164712730	Enemas			
PA449461	enflurane	Anesthetic 347, Anesthetic Compound No. 347, Compound 347, Enflurano [INN-Spanish], Enfluranum [INN-Latin], Methylflurether, Ohio 347	Alyrane, Efrane, Ethrane	3920
PA166190121	enfortumab vedotin		PADCEV	2277607
PA164744517	enfuvirtide	"""Envelope polyprotein GP160 precursor [Contains: Exterior membrane glycoprotein,GP120, Transmembrane glycoprotein,GP41]"", ""enfuvirtide"""	Fuzeon, Fuzeon	139896
PA449462	enoxacin		Penetrex	3925
PA449463	enoxaparin	LMWH, Low Molecular Weight Heparin, enoxaparin	Clexane, Lovenox, Lovenox HP	67108
PA164768794	enoximone	enoximone	Perfan	49626
PA164749350	enprofylline	3-Propylxanthine, 3-n-Propylxanthine, Enprofilina [INN-Spanish], Enprofyllinum [INN-Latin]	Nilyph, Oxeze	
PA166400163	ensartinib	6-amino-5-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-N-[4-[(3S,5R)-3,5-dimethylpiperazine-1-carbonyl]phenyl]pyridazine-3-carboxamide	Ensacove	
PA166364001	ensitrelvir	6-[(6-chloro-2-methylindazol-5-yl)amino]-3-[(1-methyl-1,2,4-triazol-3-yl)methyl]-1-[(2,4,5-trifluorophenyl)methyl]-1,3,5-triazine-2,4-dione		
PA164748726	entacapone	Entacapona [INN-Spanish], Entacapone [Usan:Inn], Entacaponum [INN-Latin], entacapone	Comtan, Comtess	60307
PA164784025	entecavir	entecavir	Baraclude	306266
PA162370429	entolimod		CBLB502	
PA166190161	entrectinib			2197862
PA166123406	enzalutamide			1307298
PA164712731	Enzyme and acid preparations, combinations			
PA164712732	Enzyme inhibitors			
PA164712733	Enzyme preparations			
PA164712734	Enzymes			
PA164777031	ephedra	Chinese jointfir, Indian jointfir, Ma huang	Ephedra vulgaris, Sinueaze	
PA449466	ephedrine			3966
PA166305842	Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors	EGFR inhibitors		
PA164764489	epinastine	Epinastina [Spanish], Epinastinum [Latin], epinastine	Elestat	39684
PA449470	epinephrine	ADR Adrenaline, Adrenalin, Adrenalin Chloride, Adrenalina, Adrenaline, Adrenalinum, D-Adrenaline, D-Epifrin, D-Epinephrine, Epinefrin [Czech], Epinefrina [INN-Spanish], Epinephran, Epinephrine Bitartrate, Epinephrinum [INN-Latin], L-Adrenalin, L-Adrenaline, L-Adrenaline Base, L-Epinephine, L-Epinephrine, L-Epirenamine, Levoadrenaline, Levoepinephrine, Racepinefrina [inn-spanish], Racepinefrine, Racepinefrinum [inn-latin], Racepinephrine	ADROP, Adnephrine, Adrenal, Adrenalin-Medihaler, Adrenamine, Adrenan, Adrenapax, Adrenasol, Adrenatrate, Adrenine, Adrenodis, Adrenohorma, Adrenor, Adrenosan, Adrenutol, Adrin, Adrine, Aktamin, Ana-Guard, Antiasthmatique, Asmatane Mist, Asthma Meter Mist, Asthma-Nefrin, Asthmahaler Mist, Asthmanefrin, Astmahalin, Astminhal, Balmadren, Bernarenin, Biorenine, Bosmin, Brevirenin, Bronkaid, Bronkaid Mist, Bronkaid Suspension Mist, Chelafrin, Citanest Forte, Corisol, Drenamist, Duranest, Dylephrin, Epi EZ Pen Jr, Epifrin, Epiglaufrin, Epipen, Epipen Auto-Injector, Epipen EZ Pen, Epipen Jr., Epipen Jr. Auto-Injector, Epirenamine, Epirenan, Epirenin, Epitrate, Eppy, Esphygmogenina, Exadrin, Glaucon, Glaucosan, Glauposine, Glycirenan, Haemostasin, Haemostatin, Hektalin, Hemisine, Hemostasin, Hemostatin, Hypernephrin, Hyporenin, IOP, Intranefrin, Iontocaine, Isoptoepinal, Kidoline, Levonor, Levorenen, Levorenin, Levorenine, Lidocaton, Lyophrin, Medihaler-Epi, Metanephrin, Micronefrin, Mucidrina, Myosthenine, Mytrate, Nephridine, Nephron, Nieraline, Nor-Epirenan, Norartrinal, Paranephrin, Primatene Mist, Renagladin, Renaglandin, Renaglandulin, Renaleptine, Renalina, Renoform, Renostypricin, Renostypticin, Renostyptin, Scurenaline, Septocaine, Simplene, Sindrenina, Soladren, Sphygmogenin, Stryptirenal, Styptirenal, Supracapsulin, Supradin, Supranefran, Supranephrane, Supranephrine, Supranol, Suprarenaline, Suprarenin, Suprel, Surenine, Surrenine, Sus-Phrine, Susphrine, Sympathin E, Sympathin I, Takamina, Takamine, Tokamina, Tolansin, Tolax, Tolcil, Tolhart, Tonogen, Twinject, Vaponefrin, Vasoconstrictine, Vasodrine, Vasoton, Vasotonin	3992
PA452611	epipodophyllotoxin			
PA449476	epirubicin		4'-Epiadriamycin, 4'-Epidoxorubicin, Ellence, Epi-Dx, Epiadriamycin, Epidoxorubicin, Epirubicina [INN-Spanish], Epirubicina [Spanish], Epirubicine [French], Epirubicine [INN-French], Epirubicinum [INN-Latin], Epirubicinum [Latin], IMI 28, Pharmorubicin Pfs, Pidorubicina [INN-Spanish], Pidorubicine [INN-French], Pidorubicinum [INN-Latin], Ridorubicin	3995
PA164749044	eplerenone	Epoxymexrenone	INSPRA	298869
PA166328821	eplontersen			
PA164712740	Epoxides			
PA449481	eprosartan		Teveten	83515
PA449483	eptifibatide	Integrelin, Intrifiban, eptifibatide	Integrilin, Integrilin	75635
PA166320922	eptinezumab		ALD-403, Vyepti	2282660, 2283050
PA166238941	equilenin sulfate			
PA166238861	equilin sulfate			
PA166182720	erdafitinib		Balversa	2123125
PA166320921	erenumab		AMG-334, Aimovig	2045628
PA449484	ergocalciferol	Synthetic Vitamin D, Vitamin D2	"""Buco-D"", ""Calciferol"", ""Calciferon 2"", ""Condacaps"", ""Condocaps"", ""Condol"", ""Crtron"", ""Crystallina"", ""D-Arthin"", ""D-Tracetten"", ""Daral"", ""Davitamon D"", ""Davitin"", ""De-Rat Concentrate"", ""Decaps"", ""Dee-Osterol"", ""Dee-Ron"", ""Dee-Ronal"", ""Dee-Roual"", ""Deltalin"", ""Deratol"", ""Detalup"", ""Diactol"", ""Divit Urto"", ""Doral"", ""Drisdol"", ""Ercalciol"", ""Ergorone"", ""Ergosterol Activated"", ""Ergosterol, Irradiated"", ""Ertron"", ""Fortodyl"", ""Geltabs"", ""Hi-Deratol"", ""Infron"", ""Metadee"", ""Mulsiferol"", ""Mykostin"", ""Novovitamin-D"", ""Oleovitamin D"", ""Oleovitamin D, Synthetic"", ""Oleovitamin D2"", ""Ostelin"", ""Radiostol"", ""Radstein"", ""Radsterin"", ""Rodine C"", ""Shock-Ferol"", ""Shock-Ferol Sterogyl"", ""Sterogyl"", ""Uvesterol-D"", ""Vio-D"", ""Viostdrol"", ""Viosterol"", ""Viosterol in Oil"", ""Vitavel-D"""	4018
PA164752439	ergoloid mesylate		Alkergot, Circanol, Co-Dergocrine Mesylate, Deapril-ST, Dihydroergotoxin Mesilat, Dihydroergotoxin Mesylate, Dihydroergotoxin Methanesulfonate, Dihydroergotoxine Mesilate, Dihydroergotoxine Mesylate, Dihydroergotoxine Methanesulfonate, Dihydroergotoxine Methanesulphonate, Ergoloid Mesylates [Usan], Gerimal, Hydergin, Hydergine, Hydergine LC, Hydrogenated Ergot Alkaloids, Ischelium, Redergin, Trigot	
PA449487	ergonovine	Ergobasine, Ergometrine, Ergotrate maleate	Ergotrate	4021
PA164712741	Ergot alkaloids			4023
PA164712744	Ergot alkaloids and oxytocin incl. analogues, in combination			
PA164747651	ergotamine		Ergomar, Ergostat, Ergotamin, Ergoton-A, Medihaler Ergotamine, Wigrettes	4025
PA166182723	eribulin	eribulin mesylate	Halaven	1045453
PA134687924	erlotinib	OSI-774	Tarceva	337525
PA164777032	ertapenem	ertapenem	Invanz	325642
PA166269521	ertugliflozin	(1S,2S,3S,4R,5S)-5-[4-chloro-3-[(4-ethoxyphenyl)methyl]phenyl]-1-(hydroxymethyl)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol		1992672
PA165291442	ertumaxomab			
PA164746528	erythrityl tetranitrate	"""1,2,3,4-Butanetetralyl tetranitrate"", ""ETN"", ""Eritritile tetranitrato [dcit]"", ""Eritrityl tetranitrate"", ""Eritrityli tetranitras [inn-latin]"", ""Erythritol tetranitrate"", ""Erythrol tetranitrate"", ""Meso-erythritol tetranitrate"", ""Nitroerythrit"", ""Nitroerythrite"", ""Nitroerythrol"", ""Tetranitrate d'eritrityle [inn-french]"", ""Tetranitrato de eritritilo [inn-spanish]"""	Cardilate, Cardiloid, Cardivell, Cardiwell, Tetranitrin, Tetranitrol	4040
PA449493	erythromycin	EM, Erythrocin, Erythrocin Stearate, Erythromycin Stearate, Erythromycin estolate, Erythromycin ethylsuccinate, Erythromycin glucoheptonate, Erythromycin lactobionate, Erythromycin oxime	Abboticin, Abomacetin, Ak-mycin, Akne-Mycin, Aknin, Benzamycin, Benzamycin Pak, Bristamycin, Dotycin, Dumotrycin, E-Base, E-Glades, E-Mycin, E-Solve 2, EMU, ETS, Emgel, Eritrocina, Ermycin, Ery-Sol, Ery-Tab, Eryc, Eryc 125, Eryc Sprinkles, Erycen, Erycette, Erycin, Erycinum, Eryderm, Erygel, Erymax, Erypar, Erythra-Derm, Erythro, Erythro-Statin, Erythrogran, Erythroguent, Erythromast 36, Erythromid, Erythromycin A, Erythromycin B, Ethril 250, Ilocaps, Ilosone, Ilotycin, Ilotycin Gluceptate, IndermRetcin, Kesso-Mycin, Mephamycin, Pantomicina, Pce, Pfizer-e, Propiocine, R-P Mycin, Robimycin, Sansac, Serp-AFD, Stiemycin, Taimoxin-F, Theramycin Z, Torlamicina, Wemid, Wyamycin S	4053
PA166176008	erythromycin ethylsuccinate / sulfisoxazole acetyl			
PA10072	erythropoietin	Epoetin, Epoetin alfa, Erythropoietin precursor	Epogen, Epogen, Epogin, Epomax, Eprex, NeoRecormon, Procrit, Procrit, Recormon	105694
PA10074	escitalopram	Cipralex, Escitalopram Oxalate, escitalopram	Lexapro	321988
PA166364961	esketamine	(2S)-2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one, (2S)-2-(2-chlorophenyl)-2-(methylamino)cyclohexanone, Spravato		
PA165947475	eslicarbazepine acetate			
PA449500	esmolol		Brevibloc, Esmolol HCL, Esmolol Hydrochloride	49737
PA10075	esomeprazole	(-)-omeprazole, (s)-omeprazole, Esomeprazole Sodium, Esomperazole, esomeprazole	Axagon, Esopral, Lucen, Nexiam, Nexium, Nexium Control, Nexium IV	283742
PA166184493	esomeprazole / naproxen			1372705
PA449502	estazolam		Cannoc, D 40TA, Esilgan, Eurodin, Julodin, Nemurel, Nuctalon, ProSom, Somnatrol	4077
PA164712745	Esters of aminobenzoic acid			
PA164712746	Esters of benzoic acid			
PA449503	estradiol	17-beta, Beta-Estradiol, Cis-Estradiol, Cis-Oestradiol, D-Estradiol, D-Oestradiol, Dihydrofollicular Hormone, Dihydrofolliculin, Dihydroxyesterin, Dihydroxyestrin, Dihydroxyoestrin, Estradiol Cypionate, Estradiol Valerate, Estradiol-17beta, estradiol	"""Aerodiol"", ""Agofollin"", ""Alora"", ""Altrad"", ""Amnestrogen"", ""Aquadiol"", ""Bardiol"", ""Climaderm"", ""Climara"", ""Combipatch"", ""Compudose"", ""Compudose 200"", ""Compudose 365"", ""Corpagen"", ""Delestrogen"", ""Depo-Estradiol"", ""Dermestril"", ""Dihydromenformon"", ""Dihydrotheelin"", ""Dimenformon"", ""Dimenformon Prolongatum"", ""Diogyn"", ""Diogynets"", ""Divigel"", ""Elestrin"", ""Encore"", ""Esclim"", ""Estinyl"", ""Estrace"", ""Estraderm"", ""Estraderm Tts"", ""Estradurin"", ""Estrasorb"", ""Estreva"", ""Estrifam"", ""Estring"", ""Estring Vaginal Ring"", ""Estroclim"", ""Estroclim 50"", ""Estrofem 2"", ""Estrofem Forte"", ""Estrogel"", ""Estrogens, Esterified"", ""Estrovite"", ""Evamist"", ""Evorel"", ""Extrasorb"", ""Femestral"", ""Femestrol"", ""Feminone"", ""Femogen"", ""Fempatch"", ""Femring"", ""Femtrace"", ""Femtran"", ""Follicyclin"", ""Ginedisc"", ""Ginosedol"", ""Gynergon"", ""Gynestrel"", ""Gynodiol"", ""Gynoestryl"", ""Gynpolar"", ""Innofem"", ""Lamdiol"", ""Lynoral"", ""Macrodiol"", ""Macrol"", ""Menest"", ""Menorest"", ""Menostar"", ""Microdiol"", ""Nordicol"", ""Oestergon"", ""Oestradiol"", ""Oestradiol R"", ""Oestrogel"", ""Oestroglandol"", ""Oestrogynal"", ""Ovahormon"", ""Ovasterol"", ""Ovastevol"", ""Ovociclina"", ""Ovocyclin"", ""Ovocycline"", ""Ovocylin"", ""Perlatanol"", ""Primofol"", ""Profoliol"", ""Profoliol B"", ""Progynon"", ""Progynon Dh"", ""Progynon-Dh"", ""Ricifon"", ""Ritsifon"", ""Sandrena Gel"", ""Sisare Gel"", ""Sk-Estrogens"", ""Soldep"", ""Sotipox"", ""Syndiol"", ""Systen"", ""Tradelia"", ""Trial Sat"", ""Trocosone"", ""Vagifem"", ""Vivelle"", ""Vivelle-DOT"", ""Zerella"", ""Zumenon"""	4083
PA166190221	estradiol / progesterone		BIJUVA	815024
PA166278261	estradiol valerate			
PA449507	estramustine	Estramustin Sodium Phosphate, Estramustina [INN-Spanish], Estramustine Sodium Phosphate, Estramustinum [INN-Latin]	Emcyt, Estracyt	4089
PA164712747	Estren derivatives			
PA164769104	estriol	"""(16alpha,17beta)-Oestra-1,3,5(10)-triene-3,16,17-triol"", ""(16alpha,17beta)-estra-1,3,5(10)-triene-3,16,17-triol"", ""1,3,5(10)-Estratriene-3,16,17-Triol"", ""1,3,5(10)-Estratriene-3,16alpha,17beta-triol"", ""1,3,5-Estratriene-3beta,16alpha,17beta-triol"", ""1,3,5-Oestratriene-3beta,16alpha,17beta-triol"", ""16-alpha,17-beta-Estriol"", ""16-alpha,17-beta-Oestriol"", ""16-alpha-Hydroxyestradiol"", ""16-alpha-Hydroxyoestradiol"", ""16alpha,17beta-Estriol"", ""16alpha,17beta-Oestriol"", ""16alpha-Hydroxy-17beta-estradiol"", ""16alpha-Hydroxyoestradiol"", ""16alpha-hydroxyestradiol"", ""3,16-alpha,17-beta-Estriol"", ""3,16-alpha,17-beta-Oestriol"", ""3,16-alpha,17-beta-Trihydroxy-delta-1,3,5-estratriene"", ""3,16-alpha,17-beta-Trihydroxy-delta-1,3,5-oestratriene"", ""3,16-alpha,17-beta-Trihydroxyestra-1,3,5(10)-triene"", ""3,16-alpha,17-beta-Trihydroxyoestra-1,3,5(10)-triene"", ""3,16alpha,17beta-Estriol"", ""3,16alpha,17beta-Trihydroxy-1,3,5(10)-estratriene"", ""3,16alpha,17beta-Trihydroxy-delta-1,3,5-oestratriene"", ""3,16alpha,17beta-trihydroxy-Delta(1,3,5)-estratriene"", ""ESL"", ""Estra-1,3,5(10)-trien-3,16alpha,17beta-triol"", ""Estra-1,3,5(10)-triene-3,16,17-triol"", ""Estratriol"", ""Estriolo [italian]"", ""Oestra-1,3,5(10)-triene-3,16alpha,17beta-triol"", ""Oestriol"", ""Oestriolum"", ""Ovestrion"", ""Tridestrin"""	Deuslon-A, Estriel	4094
